appid,player_id,game_name,play_time,genres,categories,currency,initial_price,final_price,discount_percent
10,0,Counter-Strike,552,['Action'],"['Family Sharing', 'Multi-player', 'Online PvP', 'PvP', 'Shared/Split Screen PvP', 'Valve Anti-Cheat enabled']",GBP,719,719,0
20,0,Team Fortress Classic,0,['Action'],"['Family Sharing', 'Multi-player', 'Online PvP', 'PvP', 'Remote Play Together', 'Shared/Split Screen PvP', 'Valve Anti-Cheat enabled']",GBP,429,429,0
30,0,Day of Defeat,5,['Action'],"['Family Sharing', 'Multi-player', 'Valve Anti-Cheat enabled']",GBP,429,429,0
40,0,Deathmatch Classic,15,['Action'],"['Family Sharing', 'Multi-player', 'Online PvP', 'PvP', 'Remote Play Together', 'Shared/Split Screen PvP', 'Valve Anti-Cheat enabled']",GBP,429,429,0
50,0,Half-Life: Opposing Force,0,['Action'],"['Family Sharing', 'Multi-player', 'Single-player', 'Valve Anti-Cheat enabled']",GBP,429,429,0
60,0,Ricochet,15,['Action'],"['Family Sharing', 'Multi-player', 'Online PvP', 'PvP', 'Valve Anti-Cheat enabled']",GBP,429,429,0
70,0,Half-Life,0,['Action'],"['Family Sharing', 'Full controller support', 'Multi-player', 'Online PvP', 'PvP', 'Remote Play on Phone', 'Remote Play on Tablet', 'Single-player', 'Steam Cloud', 'Valve Anti-Cheat enabled']",GBP,719,719,0
80,0,Counter-Strike: Condition Zero,64,['Action'],"['Family Sharing', 'Multi-player', 'Single-player', 'Valve Anti-Cheat enabled']",GBP,719,719,0
100,0,Counter-Strike: Condition Zero Deleted Scenes,14,['Action'],"['Family Sharing', 'Multi-player', 'Single-player', 'Valve Anti-Cheat enabled']",GBP,719,719,0
130,0,Half-Life: Blue Shift,0,['Action'],"['Family Sharing', 'Single-player']",GBP,429,429,0
220,0,Half-Life 2,881,['Action'],"['Captions available', 'Commentary available', 'Family Sharing', 'Full controller support', 'Includes Source SDK', 'Remote Play Together', 'Remote Play on Phone', 'Remote Play on Tablet', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Timeline', 'Steam Trading Cards', 'Steam Workshop']",GBP,850,850,0
240,0,Counter-Strike: Source,816,['Action'],"['Cross-Platform Multiplayer', 'Family Sharing', 'Includes Source SDK', 'Multi-player', 'Stats', 'Steam Achievements', 'Steam Cloud', 'Valve Anti-Cheat enabled']",GBP,850,850,0
280,0,Half-Life: Source,0,['Action'],"['Family Sharing', 'Remote Play Together', 'Single-player']",GBP,850,850,0
300,0,Day of Defeat: Source,180,['Action'],"['Cross-Platform Multiplayer', 'Family Sharing', 'Includes Source SDK', 'Multi-player', 'Stats', 'Steam Achievements', 'Steam Trading Cards', 'Valve Anti-Cheat enabled']",GBP,850,850,0
360,0,Half-Life Deathmatch: Source,0,['Action'],"['Family Sharing', 'Multi-player', 'Valve Anti-Cheat enabled']",GBP,850,850,0
400,0,Portal,99,['Action'],"['Captions available', 'Commentary available', 'Family Sharing', 'Full controller support', 'Includes Source SDK', 'Includes level editor', 'Remote Play on Phone', 'Remote Play on Tablet', 'Single-player', 'Steam Achievements']",GBP,850,850,0
440,0,Team Fortress 2,3477,"['Action', 'Free To Play']","['Captions available', 'Commentary available', 'Cross-Platform Multiplayer', 'In-App Purchases', 'Includes level editor', 'Multi-player', 'Partial Controller Support', 'Remote Play on Phone', 'Remote Play on Tablet', 'Stats', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Valve Anti-Cheat enabled']",0,0,0,0
500,0,Left 4 Dead,0,['Action'],"['Captions available', 'Co-op', 'Commentary available', 'Family Sharing', 'Full controller support', 'Includes Source SDK', 'Multi-player', 'Remote Play on TV', 'Single-player', 'Stats', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Valve Anti-Cheat enabled']",BRL,3299,3299,0
550,0,Left 4 Dead 2,156,['Action'],"['Captions available', 'Co-op', 'Commentary available', 'Family Sharing', 'Full controller support', 'Includes Source SDK', 'Multi-player', 'Online Co-op', 'Online PvP', 'PvP', 'Remote Play Together', 'Remote Play on Phone', 'Remote Play on TV', 'Remote Play on Tablet', 'Single-player', 'Stats', 'Steam Achievements', 'Steam Cloud', 'Steam Timeline', 'Steam Trading Cards', 'Steam Workshop', 'Valve Anti-Cheat enabled']",GBP,850,850,0
570,0,Dota 2,138,"['Action', 'Free To Play', 'Strategy']","['Co-op', 'In-App Purchases', 'Multi-player', 'Steam Timeline', 'Steam Trading Cards', 'Steam Workshop', 'SteamVR Collectibles', 'Valve Anti-Cheat enabled']",0,0,0,0
620,0,Portal 2,1124,"['Action', 'Adventure']","['Captions available', 'Co-op', 'Commentary available', 'Family Sharing', 'Full controller support', 'Includes level editor', 'Multi-player', 'Online Co-op', 'Remote Play Together', 'Remote Play on Phone', 'Remote Play on TV', 'Remote Play on Tablet', 'Shared/Split Screen', 'Shared/Split Screen Co-op', 'Single-player', 'Stats', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards', 'Steam Workshop']",GBP,850,850,0
730,0,Counter-Strike 2,76841,"['Action', 'Free To Play']","['Cross-Platform Multiplayer', 'In-App Purchases', 'Multi-player', 'Remote Play on Phone', 'Remote Play on TV', 'Remote Play on Tablet', 'Stats', 'Steam Timeline', 'Steam Trading Cards', 'Steam Workshop', 'Valve Anti-Cheat enabled']",0,0,0,0
1002,0,Rag Doll Kung Fu,0,['Indie'],"['Family Sharing', 'Multi-player', 'Single-player']",GBP,79,79,0
1200,0,Red Orchestra: Ostfront 41-45,37,['Action'],"['Family Sharing', 'Multi-player', 'Steam Achievements', 'Valve Anti-Cheat enabled']",GBP,399,399,0
1230,0,Mare Nostrum,0,['Action'],"['Mods', 'Multi-player', 'Steam Achievements']",0,0,0,0
1250,0,Killing Floor,325,['Action'],"['Co-op', 'Cross-Platform Multiplayer', 'Family Sharing', 'Includes level editor', 'Multi-player', 'Single-player', 'Stats', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Valve Anti-Cheat enabled']",GBP,1499,1499,0
1280,0,Darkest Hour: Europe '44-'45,5,"['Action', 'Simulation']","['Includes level editor', 'Mods', 'Multi-player', 'Online PvP', 'PvP']",0,0,0,0
1500,0,Darwinia,0,"['Indie', 'Strategy']","['Family Sharing', 'Full controller support', 'Includes level editor', 'Single-player', 'Steam Cloud']",GBP,850,850,0
1510,0,Uplink,0,"['Indie', 'Strategy']","['Family Sharing', 'Single-player']",GBP,850,850,0
1520,0,DEFCON,10,"['Indie', 'Strategy']","['Co-op', 'Cross-Platform Multiplayer', 'Family Sharing', 'LAN Co-op', 'LAN PvP', 'Multi-player', 'Online Co-op', 'Online PvP', 'PvP', 'Single-player', 'Steam Achievements']",GBP,850,850,0
1530,0,Multiwinia,0,['Indie'],"['Co-op', 'Family Sharing', 'LAN Co-op', 'LAN PvP', 'Multi-player', 'Online Co-op', 'Online PvP', 'PvP', 'Single-player', 'Steam Achievements']",GBP,850,850,0
1640,0,Disciples II: Gallean's Return,0,['Strategy'],"['Co-op', 'Family Sharing', 'Multi-player', 'Single-player']",GBP,499,99,80
1900,0,Earth 2160,219,['Strategy'],"['Co-op', 'Cross-Platform Multiplayer', 'Family Sharing', 'Multi-player', 'Single-player', 'Steam Trading Cards']",GBP,850,850,0
1930,0,Two Worlds: Epic Edition,387,['RPG'],"['Co-op', 'Cross-Platform Multiplayer', 'Family Sharing', 'Multi-player', 'Online Co-op', 'Online PvP', 'Partial Controller Support', 'PvP', 'Single-player', 'Steam Trading Cards']",EUR,1479,1479,0
2100,0,Dark Messiah of Might & Magic Single Player,22,"['Action', 'RPG']","['Family Sharing', 'Multi-player', 'Single-player', 'Valve Anti-Cheat enabled']",GBP,429,429,0
2130,0,Dark Messiah of Might & Magic Multi-Player,6,"['Action', 'RPG']","['Family Sharing', 'Multi-player', 'Single-player', 'Valve Anti-Cheat enabled']",GBP,429,429,0
2270,0,Wolfenstein 3D,57,['Action'],"['Family Sharing', 'Single-player', 'Steam Cloud']",GBP,299,299,0
2360,0,Hexen: Beyond Heretic,0,['Action'],"['Family Sharing', 'Single-player', 'Steam Cloud']",GBP,399,399,0
2370,0,Hexen: Deathkings of the Dark Citadel,0,['Action'],"['Family Sharing', 'Single-player', 'Steam Cloud']",GBP,399,399,0
2390,0,Heretic: Shadow of the Serpent Riders,0,['Action'],"['Family Sharing', 'Multi-player', 'Single-player', 'Steam Cloud']",GBP,399,399,0
2400,0,The Ship,143,"['Action', 'Indie', 'RPG']","['Family Sharing', 'LAN PvP', 'Multi-player', 'Online PvP', 'PvP', 'Single-player', 'Steam Trading Cards', 'Valve Anti-Cheat enabled']",GBP,699,699,0
2500,0,Shadowgrounds,104,['Action'],"['Family Sharing', 'Multi-player', 'Remote Play Together', 'Shared/Split Screen', 'Single-player', 'Steam Trading Cards']",GBP,589,589,0
2540,0,RIP,0,"['Casual', 'Indie']","['Co-op', 'Family Sharing', 'Multi-player', 'Single-player']",GBP,399,399,0
2545,0,RIP 2: Strike Back,0,"['Casual', 'Indie']","['Co-op', 'Family Sharing', 'Multi-player', 'Single-player']",GBP,399,399,0
2550,0,RIP 3: The Last Hero,0,"['Casual', 'Indie']","['Co-op', 'Family Sharing', 'Multi-player', 'Single-player']",GBP,399,399,0
2590,0,Alpha Prime,19,['Action'],"['Family Sharing', 'Single-player']",GBP,449,449,0
2600,0,Vampire: The Masquerade - Bloodlines,106,['Action'],"['Family Sharing', 'Single-player']",GBP,1499,1499,0
2620,0,Call of Duty (2003),898,['Action'],"['Family Sharing', 'Multi-player', 'Single-player']",GBP,1499,1499,0
2630,0,Call of Duty 2,1531,['Action'],"['Family Sharing', 'Multi-player', 'Single-player']",GBP,1499,1499,0
2640,0,Call of Duty: United Offensive,774,['Action'],"['Family Sharing', 'Multi-player', 'Single-player']",GBP,1499,1499,0
2810,0,X3: Reunion,0,['Strategy'],"['Captions available', 'Family Sharing', 'Single-player', 'Steam Cloud']",GBP,999,999,0
2820,0,X3: Terran Conflict,5,"['Action', 'Simulation', 'Strategy']","['Captions available', 'Family Sharing', 'Full controller support', 'Single-player', 'Steam Achievements', 'Steam Cloud']",GBP,1599,1599,0
2910,0,Fleet Command,0,['Strategy'],"['Family Sharing', 'Single-player']",GBP,699,699,0
2990,0,FlatOut 2,308,['Racing'],"['Family Sharing', 'LAN PvP', 'Multi-player', 'Online PvP', 'Partial Controller Support', 'PvP', 'Single-player', 'Steam Cloud', 'Steam Trading Cards', 'Steam Workshop']",GBP,850,850,0
3020,0,Call of Juarez,81,['Action'],"['Family Sharing', 'Multi-player', 'Single-player', 'Steam Trading Cards']",GBP,859,859,0
3050,0,Xpand Rally Xtreme,24,['Racing'],"['Family Sharing', 'Multi-player', 'Single-player']",GBP,429,429,0
3130,0,Men of War: Red Tide,4,['Strategy'],"['Family Sharing', 'Single-player', 'Steam Cloud']",GBP,429,429,0
3483,0,Peggle Extreme,0,"['Casual', 'Free To Play']","['Remote Play on Phone', 'Remote Play on Tablet', 'Single-player']",0,0,0,0
3510,0,Amazing Adventures: The Lost Tomb,0,['Casual'],"['Family Sharing', 'Single-player']",GBP,425,425,0
3590,0,Plants vs. Zombies: Game of the Year,53,['Strategy'],"['Family Sharing', 'Remote Play on Phone', 'Remote Play on Tablet', 'Single-player', 'Steam Achievements']",GBP,425,425,0
3620,0,Zuma's Revenge,0,"['Action', 'Casual']","['Family Sharing', 'Single-player', 'Stats', 'Steam Achievements']",GBP,425,425,0
3700,0,Sniper Elite,77,['Action'],"['Family Sharing', 'Single-player', 'Steam Trading Cards']",GBP,559,559,0
3720,0,Evil Genius,0,['Strategy'],"['Family Sharing', 'Single-player']",GBP,699,699,0
3730,0,Aliens versus Predator Classic 2000,0,['Action'],"['Family Sharing', 'Multi-player', 'Single-player']",GBP,429,429,0
3800,0,Advent Rising,327,['Action'],"['Family Sharing', 'Single-player', 'Steam Trading Cards']",GBP,719,215,70
3830,0,Psychonauts,116,['Action'],"['Family Sharing', 'Partial Controller Support', 'Remote Play on Phone', 'Remote Play on Tablet', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",GBP,699,699,0
3900,0,Sid Meier's Civilization IV,70,['Strategy'],"['Family Sharing', 'Includes level editor', 'Multi-player', 'Single-player']",GBP,1499,299,80
3910,0,Sid Meier's Civilization III: Complete,24,['Strategy'],"['Family Sharing', 'Includes level editor', 'Multi-player', 'Single-player']",GBP,429,429,0
3920,0,Sid Meier's Pirates!,0,['RPG'],"['Family Sharing', 'Single-player']",GBP,599,599,0
3980,0,CivCity: Rome,4,['Strategy'],"['Family Sharing', 'Single-player']",GBP,599,599,0
3990,0,Sid Meier's Civilization IV: Warlords,24,['Strategy'],"['Family Sharing', 'Single-player']",GBP,299,299,0
4000,0,Garry's Mod,435,"['Casual', 'Indie', 'Simulation']","['Captions available', 'Co-op', 'Cross-Platform Multiplayer', 'Family Sharing', 'Includes Source SDK', 'Includes level editor', 'LAN Co-op', 'LAN PvP', 'Multi-player', 'Online Co-op', 'Online PvP', 'PvP', 'Remote Play on Tablet', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards', 'Steam Workshop', 'Valve Anti-Cheat enabled']",GBP,699,699,0
4500,0,S.T.A.L.K.E.R.: Shadow of Chernobyl,24,"['Action', 'RPG']","['Family Sharing', 'LAN PvP', 'Multi-player', 'Online PvP', 'PvP', 'Single-player', 'Steam Cloud']",GBP,1675,1675,0
4520,0,Full Spectrum Warrior,54,"['Action', 'Strategy']","['Co-op', 'Family Sharing', 'Multi-player', 'Single-player']",GBP,799,799,0
4530,0,Full Spectrum Warrior: Ten Hammers,35,"['Action', 'Strategy']","['Co-op', 'Family Sharing', 'Multi-player', 'Single-player']",GBP,499,499,0
4560,0,Company of Heroes - Legacy Edition,455,"['Action', 'Strategy']","['Family Sharing', 'Multi-player', 'Single-player', 'Steam Cloud', 'Steam Trading Cards', 'Steam Workshop']",GBP,2849,2849,0
4700,0,Total War: MEDIEVAL II - Definitive Edition,79,['Strategy'],"['Family Sharing', 'Multi-player', 'Single-player', 'Steam Trading Cards']",GBP,1999,1999,0
4720,0,Condemned: Criminal Origins,3,['Action'],"['Family Sharing', 'Single-player']",GBP,999,999,0
4850,0,Cossacks: Back to War,0,['Strategy'],"['Family Sharing', 'Multi-player', 'Single-player']",GBP,429,429,0
4870,0,Cossacks: Art of War,0,['Strategy'],"['Family Sharing', 'Single-player']",GBP,429,429,0
4880,0,Cossacks: European Wars,3,['Strategy'],"['Family Sharing', 'Single-player']",GBP,429,429,0
4890,0,Cossacks II: Battle for Europe,0,['Strategy'],"['Family Sharing', 'Multi-player', 'Online PvP', 'PvP', 'Remote Play Together', 'Shared/Split Screen PvP', 'Single-player']",GBP,429,429,0
4920,0,Natural Selection 2,214,"['Action', 'Indie', 'Strategy']","['Family Sharing', 'Includes level editor', 'Multi-player', 'Online PvP', 'PvP', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards', 'Steam Workshop', 'Valve Anti-Cheat enabled']",GBP,429,429,0
6000,0,STAR WARS™ Republic Commando,56,['Action'],"['Family Sharing', 'Multi-player', 'PvP', 'Remote Play Together', 'Shared/Split Screen PvP', 'Single-player', 'Steam Cloud']",GBP,850,850,0
6010,0,Indiana Jones and the Fate of Atlantis,0,['Adventure'],"['Family Sharing', 'Single-player', 'Steam Cloud']",GBP,499,499,0
6020,0,STAR WARS™ Jedi Knight: Jedi Academy™,49,['Action'],"['Family Sharing', 'Multi-player', 'Online PvP', 'Partial Controller Support', 'PvP', 'Remote Play Together', 'Shared/Split Screen PvP', 'Single-player', 'Steam Cloud']",GBP,850,850,0
6030,0,STAR WARS™ Jedi Knight II: Jedi Outcast™,23,['Action'],"['Family Sharing', 'Multi-player', 'Online PvP', 'Partial Controller Support', 'PvP', 'Remote Play Together', 'Shared/Split Screen PvP', 'Single-player', 'Steam Cloud']",GBP,850,850,0
6040,0,The Dig,0,['Adventure'],"['Family Sharing', 'Single-player', 'Steam Cloud']",GBP,499,499,0
6060,0,"Star Wars: Battlefront 2 (Classic, 2005)",112,['Action'],"['Family Sharing', 'Multi-player', 'Online PvP', 'PvP', 'Single-player', 'Steam Cloud']",GBP,850,850,0
6120,0,Shank,0,"['Action', 'Indie']","['Family Sharing', 'Full controller support', 'Multi-player', 'Remote Play Together', 'Remote Play on TV', 'Shared/Split Screen', 'Single-player', 'Steam Achievements', 'Steam Cloud']",GBP,719,719,0
6200,0,Ghost Master,0,['Strategy'],"['Family Sharing', 'Single-player']",EUR,499,499,0
6220,0,FlatOut,354,"['Action', 'Racing', 'Simulation']","['Family Sharing', 'LAN PvP', 'Multi-player', 'Partial Controller Support', 'PvP', 'Single-player', 'Steam Cloud', 'Steam Trading Cards', 'Steam Workshop']",GBP,628,628,0
6250,0,Making History: The Calm & The Storm,0,"['Action', 'Strategy']","['Family Sharing', 'Multi-player', 'Single-player']",GBP,339,339,0
6300,0,Dreamfall: The Longest Journey,28,"['Adventure', 'RPG']","['Family Sharing', 'Single-player']",GBP,1675,1675,0
6310,0,The Longest Journey,62,"['Action', 'Adventure', 'RPG']","['Family Sharing', 'Single-player']",GBP,849,849,0
6370,0,Bloodline Champions,3,"['Action', 'Free To Play', 'Massively Multiplayer']","['MMO', 'Multi-player', 'Single-player']",0,0,0,0
6400,0,Joint Task Force,0,"['Action', 'Strategy']","['Co-op', 'Family Sharing', 'Multi-player', 'Remote Play Together', 'Shared/Split Screen', 'Single-player']",GBP,579,579,0
6600,0,Bullet Candy,0,"['Casual', 'Indie']","['Family Sharing', 'Single-player', 'Steam Achievements']",GBP,279,279,0
6800,0,Commandos: Behind Enemy Lines,0,['Action'],"['Co-op', 'Family Sharing', 'Multi-player', 'Single-player']",GBP,449,449,0
6810,0,Commandos: Beyond the Call of Duty,0,['Action'],"['Co-op', 'Family Sharing', 'Multi-player', 'Single-player']",GBP,449,449,0
6830,0,Commandos 2: Men of Courage,0,['Strategy'],"['Co-op', 'Family Sharing', 'Multi-player', 'Single-player']",GBP,449,449,0
6840,0,Commandos 3: Destination Berlin,0,['Action'],"['Co-op', 'Family Sharing', 'Multi-player', 'Single-player']",GBP,449,449,0
6850,0,Hitman 2: Silent Assassin,22,['Action'],"['Family Sharing', 'Single-player', 'Steam Cloud']",GBP,829,829,0
6860,0,Hitman: Blood Money,20,['Action'],"['Family Sharing', 'Single-player', 'Steam Cloud']",GBP,850,850,0
6870,0,Battlestations: Midway,20,['Action'],"['Family Sharing', 'Single-player']",GBP,499,499,0
6880,0,Just Cause,20,['Action'],"['Family Sharing', 'Single-player']",GBP,499,69,86
6900,0,Hitman: Codename 47,20,['Action'],"['Family Sharing', 'Single-player', 'Steam Cloud']",GBP,719,719,0
6910,0,Deus Ex: Game of the Year Edition,0,['Action'],"['Family Sharing', 'Full controller support', 'Multi-player', 'Single-player']",GBP,599,599,0
6920,0,Deus Ex: Invisible War,20,['Action'],"['Family Sharing', 'Full controller support', 'Single-player']",GBP,599,599,0
7000,0,Tomb Raider: Legend,0,"['Action', 'Adventure']","['Family Sharing', 'Full controller support', 'Single-player']",EUR,699,699,0
7010,0,Project: Snowblind,0,['Action'],"['Family Sharing', 'Multi-player', 'Single-player']",GBP,399,399,0
7020,0,Rogue Trooper,17,['Action'],"['Co-op', 'Family Sharing', 'Multi-player', 'Single-player']",GBP,850,850,0
7210,0,Runaway: A Road Adventure,4,['Adventure'],"['Family Sharing', 'Single-player']",GBP,449,449,0
7220,0,Runaway: The Dream of the Turtle,4,['Adventure'],"['Family Sharing', 'Single-player']",GBP,449,449,0
7510,0,X-Blades,68,"['Action', 'Adventure', 'Nudity', 'RPG', 'Violent']","['Family Sharing', 'Partial Controller Support', 'Single-player', 'Steam Trading Cards']",GBP,1099,1099,0
7520,0,Two Worlds II HD,164,['RPG'],"['Co-op', 'Cross-Platform Multiplayer', 'Family Sharing', 'Full controller support', 'In-App Purchases', 'Multi-player', 'Online Co-op', 'Online PvP', 'PvP', 'Remote Play on TV', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",GBP,2099,2099,0
7530,0,Two Worlds II Castle Defense,277,['Strategy'],"['Family Sharing', 'Single-player', 'Steam Cloud', 'Steam Trading Cards']",GBP,850,850,0
7600,0,Sid Meier's Railroads!,121,['Strategy'],"['Family Sharing', 'Multi-player', 'Single-player']",GBP,599,149,75
7610,0,Railroad Tycoon 3,0,['Strategy'],"['Family Sharing', 'Multi-player', 'Single-player']",GBP,599,599,0
7650,0,X-COM: Terror from the Deep,4,['Strategy'],"['Family Sharing', 'Single-player']",GBP,299,74,75
7660,0,X-COM: Apocalypse,4,['Strategy'],"['Family Sharing', 'Single-player']",GBP,299,74,75
7670,0,BioShock,92,"['Action', 'RPG']","['Family Sharing', 'Partial Controller Support', 'Single-player']",GBP,1399,349,75
7730,0,X-COM: Interceptor,8,['Strategy'],"['Family Sharing', 'Multi-player', 'Single-player']",GBP,299,74,75
7760,0,X-COM: UFO Defense,5,['Strategy'],"['Family Sharing', 'Single-player']",GBP,299,74,75
7770,0,X-COM: Enforcer,2,['Strategy'],"['Family Sharing', 'Multi-player', 'Single-player']",GBP,299,74,75
7800,0,Stubbs the Zombie in Rebel Without a Pulse,274,['Action'],"['Co-op', 'Family Sharing', 'Multi-player', 'Partial Controller Support', 'Remote Play Together', 'Shared/Split Screen', 'Shared/Split Screen Co-op', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",GBP,1675,1675,0
7830,0,Men of War,2,['Strategy'],"['Family Sharing', 'Includes level editor', 'Multi-player', 'Single-player', 'Steam Cloud']",GBP,429,429,0
7840,0,Death Track: Resurrection,0,['Racing'],"['Family Sharing', 'Single-player', 'Steam Cloud']",GBP,249,249,0
7860,0,NecroVisioN,0,['Action'],"['Family Sharing', 'Multi-player', 'Single-player', 'Steam Cloud']",GBP,429,429,0
7940,0,Call of Duty 4: Modern Warfare (2007),1080,['Action'],"['Family Sharing', 'Multi-player', 'Single-player']",GBP,1999,1999,0
8000,0,Tomb Raider: Anniversary,0,"['Action', 'Adventure']","['Family Sharing', 'Full controller support', 'Single-player']",GBP,749,749,0
8100,0,Conflict: Denied Ops,0,['Action'],"['Family Sharing', 'Single-player']",GBP,399,399,0
8140,0,Tomb Raider: Underworld,0,"['Action', 'Adventure']","['Family Sharing', 'Full controller support', 'Single-player']",GBP,749,749,0
8190,0,Just Cause 2,26,"['Action', 'Adventure']","['Family Sharing', 'Full controller support', 'Remote Play on TV', 'Single-player', 'Steam Achievements', 'Steam Cloud']",GBP,999,99,90
8330,0,Telltale Texas Hold'Em,0,['Casual'],"['Family Sharing', 'Single-player']",GBP,89,89,0
8500,0,EVE Online,213,"['Action', 'Free To Play', 'Massively Multiplayer', 'RPG', 'Strategy']","['Co-op', 'MMO', 'Multi-player', 'Online Co-op', 'Online PvP', 'PvP', 'Steam Trading Cards']",0,0,0,0
8600,0,RACE 07,24,['Racing'],"['Family Sharing', 'Multi-player', 'Single-player']",GBP,669,669,0
8650,0,RACE 07: Andy Priaulx Crowne Plaza Raceway,0,['Racing'],"['Downloadable Content', 'Family Sharing']",0,0,0,0
8660,0,GTR Evolution,22,['Racing'],"['Downloadable Content', 'Family Sharing', 'Multi-player', 'Single-player']",GBP,669,669,0
8800,0,Sid Meier's Civilization IV: Beyond the Sword,20,['Strategy'],"['Family Sharing', 'Single-player']",GBP,1499,299,80
8850,0,BioShock 2,20,['Action'],"['Family Sharing', 'Full controller support', 'Multi-player', 'Remote Play on TV', 'Single-player', 'Steam Achievements']",GBP,1399,209,85
8870,0,BioShock Infinite,430,['Action'],"['Family Sharing', 'Full controller support', 'Remote Play on TV', 'Remote Play on Tablet', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",GBP,1999,499,75
8880,0,Freedom Force,0,"['RPG', 'Strategy']","['Family Sharing', 'Multi-player', 'Single-player']",GBP,499,99,80
8890,0,Freedom Force vs. the 3rd Reich,0,"['RPG', 'Strategy']","['Family Sharing', 'Multi-player', 'Single-player']",GBP,499,99,80
8930,0,Sid Meier's Civilization V,735,['Strategy'],"['Family Sharing', 'Multi-player', 'Remote Play on Tablet', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",GBP,1999,499,75
8980,0,Borderlands GOTY,4,"['Action', 'RPG']","['Co-op', 'Family Sharing', 'Multi-player', 'Partial Controller Support', 'Single-player', 'Steam Achievements', 'Steam Cloud']",GBP,2499,2499,0
9010,0,Return to Castle Wolfenstein,22,['Action'],"['Family Sharing', 'Multi-player', 'Single-player', 'Steam Cloud']",GBP,399,399,0
9060,0,HeXen II,0,['Action'],"['Co-op', 'Family Sharing', 'LAN Co-op', 'Multi-player', 'Single-player', 'Steam Cloud']",GBP,399,399,0
9200,0,RAGE,32,['Action'],"['Co-op', 'Family Sharing', 'Multi-player', 'Partial Controller Support', 'Single-player', 'Steam Achievements']",GBP,799,799,0
9340,0,Company of Heroes: Opposing Fronts,0,"['Action', 'Strategy']","['Family Sharing', 'Multi-player', 'Single-player', 'Steam Cloud']",GBP,1549,1549,0
9350,0,Supreme Commander,26,['Strategy'],"['Family Sharing', 'Multi-player', 'Single-player']",GBP,899,899,0
9420,0,Supreme Commander: Forged Alliance,121,['Strategy'],"['Family Sharing', 'Multi-player', 'Single-player']",GBP,899,899,0
9460,0,Frontlines: Fuel of War,159,['Action'],"['Co-op', 'Family Sharing', 'Multi-player', 'Single-player', 'Steam Cloud']",GBP,999,999,0
9480,0,Saints Row 2,3,['Action'],"['Family Sharing', 'Partial Controller Support', 'Single-player', 'Steam Cloud']",GBP,879,879,0
9710,0,Desperados 2: Cooper’s Revenge,0,['Action'],"['Family Sharing', 'Single-player']",GBP,699,699,0
9800,0,Death to Spies,0,"['Action', 'Adventure']","['Family Sharing', 'Single-player', 'Steam Cloud']",GBP,429,429,0
9880,0,Champions Online,0,"['Free To Play', 'Massively Multiplayer', 'RPG']","['Co-op', 'MMO', 'Multi-player', 'Steam Achievements']",0,0,0,0
9900,0,Star Trek Online,9,"['Free To Play', 'Massively Multiplayer', 'RPG']","['Co-op', 'Full controller support', 'In-App Purchases', 'MMO', 'Multi-player']",0,0,0,0
9940,0,Blade Kitten,229,"['Action', 'Adventure']","['Family Sharing', 'Partial Controller Support', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",GBP,199,199,0
9980,0,The UnderGarden,3,['Casual'],"['Family Sharing', 'Single-player']",GBP,499,499,0
10090,0,Call of Duty: World at War,1239,['Action'],"['Co-op', 'Family Sharing', 'Multi-player', 'Single-player']",GBP,1999,1999,0
10110,0,Space Quest Collection,0,['Adventure'],"['Family Sharing', 'Single-player']",GBP,999,999,0
10130,0,TimeShift,20,['Action'],"['Family Sharing', 'Multi-player', 'Single-player']",GBP,999,999,0
10180,0,Call of Duty: Modern Warfare 2 (2009),947,['Action'],"['Co-op', 'Family Sharing', 'Multi-player', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Valve Anti-Cheat enabled']",GBP,1999,1999,0
10190,0,Call of Duty: Modern Warfare 2 (2009) - Multiplayer,4083,['Action'],"['Co-op', 'Family Sharing', 'Multi-player', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Valve Anti-Cheat enabled']",GBP,1999,1999,0
10270,0,Disciples III: Reincarnation,3,"['RPG', 'Strategy']","['Family Sharing', 'Multi-player', 'Single-player']",GBP,799,799,0
10500,0,Total War: EMPIRE - Definitive Edition,940,['Strategy'],"['Co-op', 'Family Sharing', 'LAN Co-op', 'LAN PvP', 'Multi-player', 'Online Co-op', 'Online PvP', 'PvP', 'Single-player', 'Stats', 'Steam Achievements', 'Steam Trading Cards']",GBP,1999,1999,0
