appid,player_id,game_name,play_time,genres,categories,currency,initial_price,final_price,discount_percent
690580,0,Evil Spirits,0,"['Action', 'Adventure', 'Simulation']","['Family Sharing', 'Single-player', 'Steam Achievements']",GBP,79,79,0
690630,0,Light Fantastik,0,['Indie'],"['Family Sharing', 'Full controller support', 'Includes level editor', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Workshop']",GBP,289,289,0
690640,0,Trine 4: The Nightmare Prince,303,"['Action', 'Adventure', 'Indie']","['Co-op', 'Family Sharing', 'Full controller support', 'Multi-player', 'Online Co-op', 'Remote Play Together', 'Remote Play on TV', 'Remote Play on Tablet', 'Shared/Split Screen', 'Shared/Split Screen Co-op', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",GBP,2499,2499,0
690790,0,DiRT Rally 2.0,0,"['Racing', 'Simulation', 'Sports']","['Family Sharing', 'Full controller support', 'Multi-player', 'Online PvP', 'PvP', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'VR Supported', 'Valve Anti-Cheat enabled']",GBP,1799,1799,0
690830,0,Foundation,7,"['Indie', 'Simulation', 'Strategy']","['Family Sharing', 'Single-player', 'Steam Achievements', 'Steam Cloud']",GBP,2950,2950,0
691080,0,3D Hardcore Cube,0,"['Action', 'Indie']","['Family Sharing', 'Single-player', 'Steam Achievements']",GBP,249,249,0
691150,0,Saku Saku: Love Blooms with the Cherry Blossoms,515,['Casual'],"['Family Sharing', 'Single-player', 'Steam Cloud', 'Steam Trading Cards']",GBP,1675,1675,0
691240,0,Going Nowhere: The Dream,0,"['Adventure', 'Indie']","['Family Sharing', 'Partial Controller Support', 'Single-player', 'Steam Achievements']",GBP,89,89,0
691280,0,SINNER: Sacrifice for Redemption,0,"['Action', 'Indie']","['Family Sharing', 'Full controller support', 'Single-player', 'Steam Achievements', 'Steam Cloud']",GBP,1449,1449,0
691750,0,Andromeda Wing,0,"['Action', 'Indie']","['Family Sharing', 'Full controller support', 'Single-player', 'Steam Achievements', 'Steam Cloud']",GBP,289,289,0
691830,0,Avernum 3: Ruined World,333,"['Adventure', 'Indie', 'RPG', 'Strategy']","['Family Sharing', 'Single-player', 'Stats', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",GBP,1675,670,60
692090,0,Robin of Loxley the Legend of Sherwood,0,['Indie'],"['Family Sharing', 'Single-player']",GBP,519,519,0
692110,0,ArchRobo - Robotic Annihilation,0,"['Action', 'Indie']","['Co-op', 'Full controller support', 'Multi-player', 'PvP', 'Remote Play Together', 'Shared/Split Screen', 'Shared/Split Screen Co-op', 'Shared/Split Screen PvP', 'Single-player']",0,0,0,0
692310,0,REPULSE: Galactic Rivals,0,"['Action', 'Casual', 'Free To Play', 'Indie', 'Sports']","['Co-op', 'Full controller support', 'Multi-player', 'PvP', 'Remote Play Together', 'Shared/Split Screen', 'Shared/Split Screen Co-op', 'Shared/Split Screen PvP', 'Single-player', 'Steam Achievements']",0,0,0,0
692590,0,DEFECTIVE,0,"['Action', 'Adventure', 'Indie']","['Family Sharing', 'Single-player', 'Steam Achievements']",GBP,249,249,0
692690,0,Dance Collider,0,"['Action', 'Casual', 'Indie', 'Sports']","['Family Sharing', 'Includes level editor', 'Single-player', 'Steam Achievements', 'Steam Leaderboards', 'Tracked Controller Support', 'VR Only']",GBP,429,429,0
692840,0,Underworld Ascendant,201,"['Action', 'Adventure', 'Indie', 'RPG']","['Captions available', 'Family Sharing', 'Full controller support', 'Remote Play on TV', 'Single-player', 'Steam Achievements', 'Steam Trading Cards']",GBP,2499,2499,0
692850,0,Bloodstained: Ritual of the Night,0,"['Action', 'Adventure', 'RPG']","['Captions available', 'Co-op', 'Family Sharing', 'Full controller support', 'Multi-player', 'Online Co-op', 'Online PvP', 'PvP', 'Remote Play Together', 'Remote Play on Phone', 'Remote Play on TV', 'Remote Play on Tablet', 'Shared/Split Screen', 'Shared/Split Screen Co-op', 'Shared/Split Screen PvP', 'Single-player', 'Steam Achievements', 'Steam Cloud']",GBP,3499,3499,0
692890,0,Roboquest,181,"['Action', 'Indie']","['Co-op', 'Cross-Platform Multiplayer', 'Family Sharing', 'Full controller support', 'Multi-player', 'Online Co-op', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",GBP,1999,1999,0
693030,0,Neo Angle,0,"['Adventure', 'Casual', 'Indie']","['Family Sharing', 'Single-player', 'Steam Achievements']",GBP,79,79,0
693180,0,Slice of Life,0,"['Adventure', 'Indie']","['Family Sharing', 'Single-player', 'Steam Achievements']",GBP,399,399,0
693190,0,Survival driver 2: Heavy vehicles,0,"['Casual', 'Indie', 'Racing']","['Family Sharing', 'Single-player']",GBP,89,89,0
693380,0,Neckbeards: Basement Arena,0,"['Action', 'Casual', 'Indie']","['Co-op', 'Family Sharing', 'Multi-player', 'Partial Controller Support', 'PvP', 'Shared/Split Screen', 'Shared/Split Screen Co-op', 'Shared/Split Screen PvP', 'Single-player']",GBP,339,339,0
693560,0,After Rain: Phoenix Rise,0,"['Action', 'Adventure', 'Indie']","['Family Sharing', 'Partial Controller Support', 'Single-player']",GBP,519,519,0
693580,0,Goblins of Elderstone,0,"['Indie', 'Simulation', 'Strategy']","['Family Sharing', 'Single-player', 'Steam Achievements']",GBP,2099,2099,0
693790,0,Crypt Hunter,0,['Early Access'],"['Family Sharing', 'Single-player', 'Steam Achievements', 'Tracked Controller Support', 'VR Only']",GBP,699,699,0
693830,0,Containment Corps,0,"['Action', 'Adventure', 'Early Access', 'Free To Play', 'Indie']","['Co-op', 'Multi-player', 'Online Co-op', 'Online PvP', 'PvP', 'Single-player', 'Steam Achievements']",0,0,0,0
693880,0,Trivia Vault: 1980's Trivia 2,0,"['Action', 'Casual', 'Indie', 'Simulation', 'Strategy']","['Family Sharing', 'Single-player', 'Steam Achievements']",GBP,1179,1179,0
693890,0,Trivia Vault: Classic Rock Trivia 2,0,"['Casual', 'Indie', 'Simulation', 'Strategy']","['Family Sharing', 'Single-player', 'Steam Achievements']",GBP,1179,1179,0
694140,0,Undercity,0,"['Action', 'Indie']","['Family Sharing', 'Partial Controller Support', 'Single-player', 'Steam Achievements', 'Steam Cloud']",GBP,479,479,0
694150,0,Abyssal Fall,0,"['Action', 'Casual', 'Indie']","['Family Sharing', 'Full controller support', 'Multi-player', 'Online PvP', 'PvP', 'Remote Play Together', 'Shared/Split Screen', 'Shared/Split Screen PvP', 'Single-player']",GBP,79,79,0
694480,0,DEFENDERS OF THE FALLEN ISLAND,0,"['Action', 'Indie', 'Strategy']","['Family Sharing', 'Partial Controller Support', 'Single-player', 'Stats', 'Steam Achievements', 'Steam Leaderboards']",GBP,169,169,0
694490,0,Quad Hopping,0,"['Adventure', 'Casual', 'Indie']","['Family Sharing', 'Single-player', 'Steam Achievements']",GBP,89,89,0
694930,0,Lost God,0,"['Action', 'Adventure', 'Indie']","['Family Sharing', 'Partial Controller Support', 'Single-player', 'Steam Achievements', 'Steam Cloud']",GBP,719,719,0
694960,0,Zenethics Lab : Outbreak,0,"['Action', 'Adventure', 'Indie', 'RPG']","['Family Sharing', 'Full controller support', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards']",GBP,289,289,0
694980,0,Fjong,1,"['Casual', 'Indie']","['Family Sharing', 'Single-player', 'Steam Achievements', 'Steam Cloud']",GBP,169,169,0
695100,0,Smoke and Sacrifice,0,"['Adventure', 'Indie', 'RPG']","['Family Sharing', 'Full controller support', 'Remote Play on TV', 'Single-player', 'Steam Achievements', 'Steam Cloud']",GBP,1599,1599,0
695110,0,Twickles,0,"['Casual', 'Indie', 'Simulation']","['Family Sharing', 'Full controller support', 'Single-player', 'Steam Achievements', 'Steam Cloud']",GBP,499,499,0
695810,0,HORDE ATTACK,0,"['Action', 'Casual', 'Early Access', 'Indie', 'Strategy']","['Family Sharing', 'Multi-player', 'Single-player']",GBP,599,599,0
695830,0,Captain Backwater,0,"['Casual', 'Indie', 'Strategy']",['Single-player'],0,0,0,0
695910,0,The Relentless,0,"['Action', 'Casual', 'Indie']","['Family Sharing', 'Single-player', 'Steam Achievements', 'Steam Leaderboards', 'Tracked Controller Support', 'VR Only']",GBP,399,399,0
696060,0,Live,1,"['Action', 'Indie']","['Family Sharing', 'Full controller support', 'Single-player', 'Steam Achievements']",GBP,169,169,0
696190,0,Vacant,0,"['Adventure', 'Casual', 'Indie']","['Family Sharing', 'Single-player']",GBP,199,199,0
696310,0,The Ghost of Joe Papp,0,"['Adventure', 'Casual', 'Indie']","['Captions available', 'Family Sharing', 'Single-player', 'Steam Achievements']",GBP,499,349,30
696370,0,BROKE PROTOCOL,453,"['Action', 'Adventure', 'Casual', 'Free To Play', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation']","['Co-op', 'Cross-Platform Multiplayer', 'Includes level editor', 'LAN Co-op', 'LAN PvP', 'MMO', 'Multi-player', 'Online Co-op', 'Online PvP', 'PvP', 'Single-player', 'Steam Trading Cards', 'Steam Workshop']",0,0,0,0
696480,0,The Norwood Suite,189,"['Adventure', 'Casual', 'Indie']","['Captions available', 'Family Sharing', 'Single-player', 'Steam Achievements', 'Steam Trading Cards']",GBP,699,699,0
696530,0,Lake Ridden,0,"['Adventure', 'Indie']","['Family Sharing', 'Full controller support', 'Single-player']",GBP,1029,1029,0
696540,0,60 Second Strike,0,"['Action', 'Indie']","['Family Sharing', 'Partial Controller Support', 'Single-player']",GBP,619,619,0
696560,0,Bouncing Duck Simulator,0,"['Action', 'Casual', 'Indie', 'Simulation']","['Family Sharing', 'Partial Controller Support', 'Single-player', 'Stats', 'Steam Achievements']",GBP,399,399,0
696580,0,The Tower,0,"['Adventure', 'Indie']","['Family Sharing', 'Single-player', 'Stats', 'Tracked Controller Support', 'VR Only']",GBP,519,519,0
696710,0,The Surprising Adventures of Munchausen,0,"['Adventure', 'Casual', 'Indie']","['Family Sharing', 'Single-player']",GBP,599,599,0
697530,0,PARSE,0,"['Indie', 'Strategy']","['Family Sharing', 'Single-player']",GBP,79,79,0
698670,0,Scorn,272,"['Action', 'Adventure', 'Indie']","['Family Sharing', 'Full controller support', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",EUR,3999,999,75
699170,0,Fell Seal: Arbiter's Mark,577,"['Indie', 'RPG', 'Strategy']","['Family Sharing', 'Partial Controller Support', 'Remote Play on TV', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",EUR,2999,2999,0
717760,0,"Catch the Thief, If you can!",0,"['Accesso anticipato', 'Avventura', 'Azione', 'Indie']","['Achievement di Steam', 'Condivisione familiare', 'Giocatore singolo', 'Multigiocatore', 'Remote Play Together', 'Schermo condiviso', 'Supporto completo per i controller']",EUR,1950,1950,0
742420,0,Saints Row,0,"['Action', 'Adventure']","['Co-op', 'Cross-Platform Multiplayer', 'Family Sharing', 'Full controller support', 'Multi-player', 'Online Co-op', 'Single-player', 'Steam Achievements', 'Steam Cloud']",BRL,14900,14900,0
752590,0,A Plague Tale: Innocence,212,"['Action', 'Adventure']","['Family Sharing', 'Full controller support', 'Remote Play on Phone', 'Remote Play on TV', 'Remote Play on Tablet', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",CAD,5499,5499,0
782330,0,DOOM Eternal,303,['Ação'],"['Cartas Colecionáveis Steam', 'Compartilhamento em família', 'Compat. parcial com controle', 'Conquistas Steam', 'HDR disponível', 'JxJ', 'JxJ on-line', 'Multijogador', 'Nuvem Steam', 'Remote Play no celular', 'Remote Play no tablet', 'Um jogador']",BRL,14900,14900,0
798460,0,Ni no Kuni Wrath of the White Witch™ Remastered,183,"['Action', 'Adventure', 'RPG']","['Family Sharing', 'Full controller support', 'Remote Play on Phone', 'Remote Play on TV', 'Remote Play on Tablet', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",GBP,3999,3999,0
818890,0,Box Maze Extreme,0,"['Avventura', 'Azione', 'Indie', 'Passatempo', 'Strategia']","['Achievement di Steam', 'Condivisione familiare', 'Giocatore singolo', 'Statistiche', 'Steam Cloud', 'Supporto parziale per i controller']",EUR,999,999,0
820170,0,CRAZY MAZE,0,"['Azione', 'Indie', 'Passatempo']","['Achievement di Steam', 'Condivisione familiare', 'Giocatore singolo', 'Steam Cloud']",EUR,159,159,0
888530,0,Yaga,589,"['Action', 'Indie', 'RPG']","['Captions available', 'Family Sharing', 'Full controller support', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",GBP,2099,2099,0
889700,0,Muv-Luv photonflowers*,243,"['Adventure', 'Casual']","['Family Sharing', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",GBP,2099,2099,0
889710,0,Muv-Luv photonmelodies♮,334,"['Adventure', 'Casual']","['Family Sharing', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",GBP,2499,2499,0
889910,0,Hell Pie,303,"['Action', 'Adventure']","['Family Sharing', 'Full controller support', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",GBP,1999,459,77
890720,0,In Other Waters,0,"['Adventure', 'Indie']","['Family Sharing', 'Partial Controller Support', 'Single-player']",GBP,1279,1279,0
892860,0,Hot Brass,0,"['Action', 'Indie', 'Strategy']","['Co-op', 'Family Sharing', 'Multi-player', 'Online Co-op', 'Partial Controller Support', 'Remote Play Together', 'Shared/Split Screen Co-op', 'Single-player', 'Steam Achievements', 'Steam Cloud']",GBP,1279,1279,0
892970,0,Valheim,4,"['Action', 'Adventure', 'Early Access', 'Indie', 'RPG']","['Co-op', 'Family Sharing', 'Full controller support', 'Multi-player', 'Online Co-op', 'Remote Play on Tablet', 'Single-player', 'Steam Cloud']",NOK,14500,14500,0
893050,0,Hasbro's BATTLESHIP,268,"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']","['Family Sharing', 'In-App Purchases', 'Multi-player', 'Online PvP', 'PvP', 'Single-player', 'Steam Achievements']",GBP,1049,1049,0
893180,0,Catherine Classic,446,['Adventure'],"['Family Sharing', 'Full controller support', 'Multi-player', 'PvP', 'Remote Play Together', 'Shared/Split Screen PvP', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Steam Trading Cards']",CAD,2999,2999,0
893680,0,Project Warlock,193,"['Action', 'Indie']","['Family Sharing', 'Partial Controller Support', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",GBP,1000,100,90
894620,0,ATONE: Heart of the Elder Tree,0,"['Action', 'Adventure', 'Indie', 'RPG']","['Family Sharing', 'Full controller support', 'Single-player', 'Steam Achievements', 'Steam Cloud']",GBP,1279,1279,0
894940,0,Littlewood,574,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']","['Family Sharing', 'Full controller support', 'Single-player', 'Steam Achievements', 'Steam Cloud']",GBP,1279,1279,0
895620,0,Spellcaster University,406,"['Simulation', 'Strategy']","['Family Sharing', 'Single-player', 'Steam Achievements', 'Steam Cloud']",GBP,1949,1949,0
895870,0,Project Wingman,0,"['Action', 'Indie', 'Simulation']","['Family Sharing', 'Full controller support', 'Single-player', 'Steam Achievements', 'VR Supported']",GBP,1949,1949,0
896950,0,Jumanji: The Video Game,0,['Action'],"['Co-op', 'Family Sharing', 'Full controller support', 'Multi-player', 'Online Co-op', 'Online PvP', 'PvP', 'Remote Play Together', 'Remote Play on TV', 'Shared/Split Screen', 'Shared/Split Screen Co-op', 'Shared/Split Screen PvP', 'Single-player', 'Steam Achievements', 'Steam Cloud']",GBP,2499,2499,0
896960,0,DreamWorks Dragons: Dawn of New Riders,0,['Adventure'],"['Family Sharing', 'Full controller support', 'Remote Play on TV', 'Single-player', 'Steam Achievements']",GBP,2499,2499,0
897030,0,Paratopic,0,"['Adventure', 'Indie']","['Captions available', 'Family Sharing', 'Full controller support', 'Single-player', 'Steam Achievements']",GBP,549,549,0
897450,0,The Survivalists,0,"['Action', 'Adventure', 'Casual', 'Indie']","['Co-op', 'Family Sharing', 'Full controller support', 'Multi-player', 'Online Co-op', 'Single-player', 'Steam Achievements', 'Steam Cloud']",GBP,2199,2199,0
897820,0,Reigns: Game of Thrones,2,"['Adventure', 'Indie', 'RPG']","['Family Sharing', 'Full controller support', 'Single-player', 'Steam Achievements']",GBP,339,339,0
898890,0,Endling - Extinction is Forever,0,"['Adventure', 'Indie', 'Simulation']","['Family Sharing', 'Full controller support', 'Single-player', 'Steam Achievements', 'Steam Cloud']",GBP,2649,2649,0
899310,0,Iron Danger,0,"['Action', 'Adventure', 'Indie', 'Strategy']","['Family Sharing', 'Single-player', 'Steam Achievements', 'Steam Cloud']",GBP,1699,1699,0
900010,0,Meeple Station,0,"['Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']","['Family Sharing', 'Includes level editor', 'Single-player', 'Steam Achievements']",GBP,1499,1499,0
900040,0,ELEX II,212,"['Action', 'Adventure', 'RPG']","['Family Sharing', 'Partial Controller Support', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",GBP,3899,3899,0
900270,0,Reventure,453,"['Adventure', 'Indie']","['Family Sharing', 'Full controller support', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",GBP,89,89,0
903950,0,Last Oasis,0,"['Action', 'Adventure', 'Early Access', 'Indie', 'Massively Multiplayer', 'RPG']","['Family Sharing', 'MMO', 'Multi-player', 'Online PvP', 'Partial Controller Support', 'PvP', 'Steam Achievements']",GBP,2379,2379,0
904360,0,Family Man,0,"['Adventure', 'RPG']","['Family Sharing', 'Full controller support', 'Single-player', 'Steam Achievements']",GBP,1499,1499,0
904400,0,Cardpocalypse,330,"['Indie', 'RPG']","['Family Sharing', 'Full controller support', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",GBP,2099,2099,0
904540,0,Indiana Jones® and the Infernal Machine™,0,"['Action', 'Adventure']","['Family Sharing', 'Partial Controller Support', 'Single-player', 'Steam Cloud']",GBP,499,499,0
905340,0,Heave Ho,222,"['Adventure', 'Indie']","['Co-op', 'Family Sharing', 'Full controller support', 'Multi-player', 'PvP', 'Remote Play Together', 'Remote Play on TV', 'Shared/Split Screen', 'Shared/Split Screen Co-op', 'Shared/Split Screen PvP', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",GBP,850,850,0
907710,0,This Is the Zodiac Speaking,0,"['Adventure', 'Indie']","['Family Sharing', 'Full controller support', 'Single-player', 'Steam Achievements']",GBP,1099,1099,0
909820,0,Songbird Symphony,0,"['Adventure', 'Indie']","['Family Sharing', 'Full controller support', 'Remote Play on TV', 'Single-player', 'Steam Achievements', 'Steam Cloud']",GBP,1399,1399,0
910490,0,Killsquad,304,"['Action', 'Indie', 'RPG']","['Co-op', 'Family Sharing', 'Full controller support', 'Multi-player', 'Online Co-op', 'Single-player', 'Steam Cloud', 'Steam Trading Cards']",GBP,2379,2379,0
910630,0,Arcade Spirits,278,['Indie'],"['Family Sharing', 'Full controller support', 'Single-player', 'Steam Achievements']",GBP,1699,1699,0
911040,0,Bunny - The Horror Game,0,['Indie'],"['Family Sharing', 'Single-player']",GBP,249,49,80
911400,0,Assassin's Creed III Remastered,1,"['Action', 'Adventure']","['Partial Controller Support', 'Single-player']",GBP,3399,3399,0
911680,0,REZ PLZ,0,"['Action', 'Adventure', 'Indie']","['Co-op', 'Family Sharing', 'Full controller support', 'Multi-player', 'Remote Play Together', 'Shared/Split Screen', 'Shared/Split Screen Co-op', 'Single-player', 'Steam Achievements', 'Steam Cloud']",GBP,1139,1139,0
912570,0,BEAUTIFUL DESOLATION,295,"['Adventure', 'Indie']","['Family Sharing', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",GBP,1099,1099,0
914010,0,Train Station Renovation,7,"['Casual', 'Indie', 'Simulation']","['Family Sharing', 'Single-player', 'Steam Achievements', 'Steam Cloud']",GBP,1589,1589,0
914710,0,Cat Quest II,94,"['Action', 'Adventure', 'Indie', 'RPG']","['Co-op', 'Family Sharing', 'Full controller support', 'Multi-player', 'Remote Play Together', 'Remote Play on Phone', 'Remote Play on TV', 'Remote Play on Tablet', 'Shared/Split Screen', 'Shared/Split Screen Co-op', 'Single-player', 'Steam Achievements', 'Steam Cloud']",GBP,1299,324,75
914750,0,Bee Simulator,0,"['Adventure', 'Casual', 'Simulation']","['Co-op', 'Family Sharing', 'Multi-player', 'PvP', 'Shared/Split Screen', 'Shared/Split Screen Co-op', 'Shared/Split Screen PvP', 'Single-player']",GBP,1699,1699,0
915230,0,Zombie Rollerz: Pinball Heroes,286,"['Action', 'Indie']","['Family Sharing', 'Partial Controller Support', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",GBP,1299,1299,0
916100,0,Telefrag VR,275,"['Action', 'Indie']","['Cross-Platform Multiplayer', 'Family Sharing', 'Full controller support', 'LAN PvP', 'Multi-player', 'Online PvP', 'PvP', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Tracked Controller Support', 'VR Only']",GBP,1349,1349,0
916160,0,Dreamwalker: Never Fall Asleep,285,"['Adventure', 'Casual']","['Family Sharing', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",GBP,1279,1279,0
916440,0,Anno 1800,521,"['Simulation', 'Strategy']","['Captions available', 'Co-op', 'Multi-player', 'Online Co-op', 'Online PvP', 'PvP', 'Single-player', 'Steam Achievements', 'Steam Trading Cards']",GBP,4999,4999,0
916730,0,Gato Roboto,181,"['Action', 'Adventure', 'Indie']","['Family Sharing', 'Full controller support', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",GBP,669,669,0
917720,0,Gamedec - Definitive Edition,296,"['Adventure', 'Indie', 'RPG']","['Family Sharing', 'Partial Controller Support', 'Single-player', 'Steam Achievements', 'Steam Cloud']",GBP,2499,2499,0
918670,0,Jewel Match Twilight Solitaire,0,"['Indie', 'Passatempo']","['Achievement di Steam', 'Condivisione familiare', 'Giocatore singolo']",EUR,819,819,0
919330,0,Ghost in the pool,0,"['Adventure', 'Indie']","['Family Sharing', 'Partial Controller Support', 'Single-player', 'Steam Achievements', 'Steam Cloud']",GBP,339,339,0
919410,0,Felix the Reaper,320,"['Adventure', 'Indie']","['Family Sharing', 'Full controller support', 'Remote Play on Phone', 'Remote Play on TV', 'Remote Play on Tablet', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",GBP,850,850,0
920320,0,Virgo Versus the Zodiac,183,"['Indie', 'RPG']","['Family Sharing', 'Full controller support', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",GBP,1999,1999,0
921710,0,Galaxy Squad,182,['Strategy'],"['Family Sharing', 'Single-player']",GBP,850,85,90
921800,0,Encased,212,"['Adventure', 'Indie', 'RPG', 'Strategy']","['Family Sharing', 'Full controller support', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",GBP,2649,264,90
922040,0,Hamsterdam,0,"['Action', 'Indie']","['Family Sharing', 'Partial Controller Support', 'Single-player']",GBP,399,399,0
922050,0,DOOMBLADE,392,"['Action', 'Adventure', 'Indie']","['Family Sharing', 'Full controller support', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",GBP,1349,1349,0
923470,0,MOMO.EXE,0,"['Action', 'Adventure', 'Indie']","['Family Sharing', 'Single-player', 'Steam Achievements']",GBP,169,169,0
924070,0,Arboria,181,"['Action', 'Adventure', 'Indie', 'RPG']","['Family Sharing', 'Full controller support', 'Single-player', 'Steam Achievements']",GBP,1549,309,80
924780,0,How to Sing to Open Your Heart,211,"['Adventure', 'Casual', 'Indie']","['Family Sharing', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",GBP,999,999,0
924970,0,Back 4 Blood,316,['Action'],"['Co-op', 'Family Sharing', 'Full controller support', 'HDR available', 'Multi-player', 'Online Co-op', 'Online PvP', 'PvP', 'Single-player']",GBP,4999,4999,0
925930,0,Myst III: Exile,0,"['Adventure', 'Casual']","['Family Sharing', 'Single-player']",GBP,1279,1279,0
925940,0,Myst IV: Revelation,0,"['Adventure', 'Casual']","['Family Sharing', 'Single-player']",GBP,1279,1279,0
925950,0,Here Comes Niko!,426,"['Action', 'Adventure', 'Indie']","['Family Sharing', 'Full controller support', 'Single-player', 'Steam Achievements', 'Steam Cloud']",GBP,2099,2099,0
926990,0,WolfQuest: Anniversary Edition,221,"['Action', 'Early Access', 'RPG', 'Simulation']","['Co-op', 'Family Sharing', 'Full controller support', 'Multi-player', 'Online Co-op', 'Single-player', 'Steam Achievements', 'Steam Trading Cards']",GBP,1675,1675,0
927380,0,Yakuza Kiwami 2,455,"['Action', 'Adventure', 'RPG']","['Family Sharing', 'Full controller support', 'Remote Play on TV', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",GBP,1599,1599,0
928960,0,Godfall,0,"['Action', 'Adventure']","['Co-op', 'Family Sharing', 'Full controller support', 'Multi-player', 'Online Co-op', 'Single-player', 'Steam Achievements']",GBP,3499,3499,0
928990,0,Undungeon,0,"['Action', 'Adventure', 'Indie', 'RPG']","['Family Sharing', 'Full controller support', 'Single-player', 'Steam Achievements']",GBP,1675,1675,0
929010,0,Swag and Sorcery,303,"['Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']","['Family Sharing', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",GBP,1099,1099,0
933820,0,Endzone - A World Apart,241,"['Indie', 'Simulation', 'Strategy']","['Captions available', 'Family Sharing', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",GBP,2599,2599,0
933860,0,Discolored,304,"['Adventure', 'Casual', 'Indie']","['Family Sharing', 'Partial Controller Support', 'Single-player', 'Steam Achievements', 'Steam Trading Cards']",GBP,549,549,0
934780,0,American Fugitive,521,"['Action', 'Adventure', 'Indie']","['Family Sharing', 'Full controller support', 'Remote Play on TV', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",GBP,1799,1799,0
935560,0,Hentai Strip Shot,181,"['Casual', 'Indie', 'Strategy']","['Family Sharing', 'Single-player', 'Steam Achievements', 'Steam Leaderboards', 'Steam Trading Cards']",GBP,169,169,0
936790,0,Life is Strange: True Colors,332,"['Action', 'Adventure']","['Family Sharing', 'Full controller support', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",CAD,7999,7999,0
938380,0,Townsmen - A Kingdom Rebuilt,787,"['Casual', 'Simulation', 'Strategy']","['Family Sharing', 'Full controller support', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",GBP,1749,1749,0
938560,0,INMOST,257,"['Adventure', 'Indie']","['Family Sharing', 'Full controller support', 'Single-player', 'Steam Achievements', 'Steam Trading Cards']",GBP,1199,1199,0
938860,0,"Get In The Car, Loser!",272,"['Indie', 'RPG']","['Family Sharing', 'Full controller support', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']",GBP,2099,2099,0
939100,0,Darksburg,0,"['Action', 'Indie']","['Co-op', 'Family Sharing', 'Multi-player', 'Online Co-op', 'Single-player', 'Steam Achievements', 'Steam Cloud']",GBP,1299,259,80
939850,0,The Dark Pictures Anthology: Man of Medan,215,['Adventure'],"['Family Sharing', 'Full controller support', 'Multi-player', 'Online PvP', 'PvP', 'Remote Play Together', 'Remote Play on Phone', 'Remote Play on TV', 'Remote Play on Tablet', 'Shared/Split Screen PvP', 'Single-player', 'Steam Achievements', 'Steam Cloud']",GBP,1699,1699,0
